Survey_ID,Customer_ID,Store_Location,Visit_Date,Purchase_Amount,Wait_Time_Min,Staff_Rating,Product_Rating,Cleanliness_Rating,Recommend,Total_Rating
SURV0314,CUST0300,Chicago,2024-05-14,481.7,24.0,10.0,7.0,7.0,Yes,8.0
SURV0460,CUST0020,Chicago,2024-07-08,68.22,3.0,3.0,8.0,7.0,Yes,6.0
SURV0161,CUST0260,Dallas,2024-08-14,190.21,30.0,1.0,5.0,5.0,Yes,3.7
SURV0277,CUST0282,Dallas,2024-06-11,401.16,33.0,7.0,1.0,5.0,No,4.3
SURV0192,CUST0066,Dallas,2024-04-12,449.64,4.0,3.0,6.0,1.0,No,3.3
SURV0386,CUST0069,Boston,2024-06-19,403.71,26.0,2.0,1.0,5.0,Yes,2.7
SURV0414,CUST0083,New York,2024-06-27,290.98,20.0,2.0,10.0,4.0,Yes,5.3
SURV0492,CUST0306,Boston,2024-08-07,313.86,29.0,4.0,1.0,9.0,No,4.7
SURV0344,CUST0105,Chicago,2024-04-17,222.59,13.0,5.0,9.0,8.0,No,7.3
SURV0309,CUST0278,Chicago,2024-03-15,399.64,38.0,1.0,7.0,9.0,Yes,5.7
SURV0131,CUST0322,Atlanta,2024-06-27,214.53,4.0,7.0,10.0,7.0,No,8.0
SURV0100,CUST0138,Los Angeles,2024-03-20,62.87,23.0,1.0,5.0,6.0,Yes,4.0
SURV0373,CUST0081,Los Angeles,2024-05-01,56.28,36.0,4.0,5.0,6.0,No,5.0
SURV0088,CUST0237,New York,2024-04-15,322.4,43.0,5.0,5.0,3.0,Yes,4.3
SURV0459,CUST0196,Boston,2024-07-11,37.59,1.0,9.0,10.0,7.0,No,8.7
SURV0331,CUST0127,Houston,2024-07-25,184.43,5.0,1.0,1.0,8.0,No,3.3
SURV0215,CUST0033,New York,2024-06-20,358.97,2.0,2.0,2.0,1.0,Yes,1.7
SURV0467,CUST0117,New York,2024-03-10,150.0,28.0,5.0,5.0,3.0,Yes,4.3
SURV0122,CUST0186,Los Angeles,2024-08-20,449.08,39.0,8.0,7.0,8.0,Yes,7.7
SURV0021,CUST0014,Atlanta,2024-06-08,309.81,30.0,2.0,8.0,5.0,No,5.0
SURV0072,CUST0187,Houston,2024-05-14,107.37,21.0,6.0,7.0,6.0,Yes,6.3
SURV0107,CUST0256,Atlanta,2024-05-06,211.09,7.0,5.0,3.0,2.0,No,3.3
SURV0271,CUST0094,Dallas,2024-07-21,406.59,33.0,6.0,8.0,5.0,Yes,6.3
SURV0436,CUST0108,Atlanta,2024-05-27,353.47,14.0,9.0,4.0,9.0,Yes,7.3
SURV0103,CUST0291,Los Angeles,2024-08-04,164.03,2.0,5.0,2.0,10.0,Yes,5.7
